2023-10-01 12:24:12.473 [info] Log level: Info
2023-10-01 12:24:12.473 [info] Validating found git in: "git"
2023-10-01 13:16:26.206 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:16:29.226 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:16:48.258 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:16:48.748 [info] > git rev-parse --show-toplevel [5ms]
2023-10-01 13:17:26.737 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:17:37.063 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:17:42.633 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:17:46.551 [info] > git rev-parse --show-toplevel [4ms]
2023-10-01 13:17:47.354 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:17:54.341 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:19:42.403 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:20:19.505 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:27:26.781 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:28:19.359 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:28:31.377 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:28:32.759 [info] > git rev-parse --show-toplevel [12ms]
2023-10-01 13:29:04.379 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:29:48.153 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:30:39.761 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:30:40.317 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:30:45.335 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:30:56.074 [info] > git rev-parse --show-toplevel [9ms]
2023-10-01 13:30:59.174 [info] > git rev-parse --show-toplevel [9ms]
2023-10-01 13:31:27.961 [info] > git rev-parse --show-toplevel [4ms]
2023-10-01 13:31:32.939 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:32:52.610 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:33:12.514 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:33:16.075 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:33:20.511 [info] > git rev-parse --show-toplevel [9ms]
2023-10-01 13:33:33.616 [info] > git rev-parse --show-toplevel [6ms]
2023-10-01 13:33:35.624 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:35:27.264 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:35:28.903 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:40:28.596 [info] > git rev-parse --show-toplevel [10ms]
2023-10-01 13:40:34.968 [info] > git rev-parse --show-toplevel [4ms]
2023-10-01 13:42:06.095 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:42:06.565 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:42:08.539 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:42:09.207 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:42:10.735 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:42:14.473 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:49:03.586 [info] > git rev-parse --show-toplevel [3ms]
2023-10-01 13:49:08.579 [info] > git rev-parse --show-toplevel [2ms]
2023-10-01 13:50:00.972 [info] > git rev-parse --show-toplevel [1ms]
2023-10-01 13:50:42.619 [info] > git rev-parse --show-toplevel [4ms]
